															
Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	Shape	Equip X	Equip Y	Notes
270	scroll3	Cure Wounds	50	Sscroll	Misc	S71	1	2	3	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
271	scroll3	Cure Poison	75	Sscroll	Misc	S72	1	2	3	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
272	scroll3	Speed	100	Sscroll	Misc	S73	1	2	4	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
273	scroll4	Cure Disease	150	Sscroll	Misc	S74	1	2	4	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
274	scroll4	Power	200	Sscroll	Misc	S75	1	2	5	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
275	scroll4	Flying Fist	300	Sscroll	Misc	S76	1	2	5	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
276	scroll4	Power Cure	500	Sscroll	Misc	S77	1	2	5	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
277	scroll1	Create Food	100	Sscroll	Misc	S78	1	2	1	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
278	scroll1	Golden Touch	150	Sscroll	Misc	S79	1	2	1	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
279	scroll2	Dispel Magic	200	Sscroll	Misc	S80	1	2	2	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
280	scroll2	Slow	250	Sscroll	Misc	S81	1	2	2	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
281	scroll3	Destroy Undead	300	Sscroll	Misc	S82	1	2	3	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
282	scroll3	Day of the Gods	350	Sscroll	Misc	S83	1	2	3	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
283	scroll3	Prismatic Light	400	Sscroll	Misc	S84	1	2	4	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
284	scroll4	Hour of Power	500	Sscroll	Misc	S85	1	2	4	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
285	scroll4	Paralyze	600	Sscroll	Misc	S86	1	2	5	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
286	scroll4	Sun Ray	750	Sscroll	Misc	S87	1	2	5	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
287	scroll4	Divine Intervention	1000	Sscroll	Misc	S88	1	2	5	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
288	scroll1	Reanimate	100	Sscroll	Misc	S89	1	2	1	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
289	scroll1	Toxic Cloud	150	Sscroll	Misc	S90	1	2	1	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
290	scroll2	Mass Curse	200	Sscroll	Misc	S91	1	2	2	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
291	scroll2	Shrapmetal	250	Sscroll	Misc	S92	1	2	2	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
292	scroll3	Shrinking Ray	300	Sscroll	Misc	S93	1	2	3	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
293	scroll3	Day of Protection	350	Sscroll	Misc	S94	1	2	3	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
294	scroll3	Finger of Death	400	Sscroll	Misc	S95	1	2	4	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
295	scroll4	Moon Ray	500	Sscroll	Misc	S96	1	2	4	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
296	scroll4	Dragon Breath	600	Sscroll	Misc	S97	1	2	5	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
297	scroll4	Armageddon	750	Sscroll	Misc	S98	1	2	5	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
298	scroll4	Dark Containment	1000	Sscroll	Misc	S99	1	2	5	Spell Scroll	35	0	0	0	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
299															
300	book1	Torch Light	100	Book	Misc	S1	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
301	book1	Flame Arrow	200	Book	Misc	S2	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
302	book2	Protection from Fire	300	Book	Misc	S3	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
303	book2	Fire Bolt	400	Book	Misc	S4	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
304	book3	Haste	500	Book	Misc	S5	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
305	book3	Fireball	750	Book	Misc	S6	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
306	book4	Ring of Fire	1000	Book	Misc	S7	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
307	book4	Fire Blast	1500	Book	Misc	S8	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
308	book5	Meteor Shower	2000	Book	Misc	S9	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
309	book5	Inferno	3000	Book	Misc	S10	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
310	book5	Incinerate	5000	Book	Misc	S11	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
311	book1	Wizard Eye	100	Book	Misc	S12	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
312	book1	Static Charge	200	Book	Misc	S13	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
313	book2	Protection from Elec	300	Book	Misc	S14	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
314	book2	Sparks	400	Book	Misc	S15	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
315	book3	Feather Fall	500	Book	Misc	S16	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
316	book3	Shield	750	Book	Misc	S17	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
317	book4	Lightning Bolt	1000	Book	Misc	S18	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
318	book4	Jump	1500	Book	Misc	S19	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
319	book5	Implosion	2000	Book	Misc	S20	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
320	book5	Fly	3000	Book	Misc	S21	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
321	book5	Starburst	5000	Book	Misc	S22	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
322	book1	Awaken	100	Book	Misc	S23	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
323	book1	Cold Beam	200	Book	Misc	S24	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
324	book2	Protection from Cold	300	Book	Misc	S25	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
325	book2	Poison Spray	400	Book	Misc	S26	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
326	book3	Water Walk	500	Book	Misc	S27	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
327	book3	Ice Bolt	750	Book	Misc	S28	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
328	book4	Enchant Item	1000	Book	Misc	S29	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
329	book4	Acid Burst	1500	Book	Misc	S30	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
330	book5	Town Portal	2000	Book	Misc	S31	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
331	book5	Ice Blast	3000	Book	Misc	S32	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
332	book5	Lloyd's Beacon	5000	Book	Misc	S33	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
333	book1	Stun	100	Book	Misc	S34	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
334	book1	Magic Arrow	200	Book	Misc	S35	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
335	book2	Protection from Magic	300	Book	Misc	S36	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
336	book2	Deadly Swarm	400	Book	Misc	S37	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
337	book3	Stone Skin	500	Book	Misc	S38	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
338	book3	Blades	750	Book	Misc	S39	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
339	book4	Stone to Flesh	1000	Book	Misc	S40	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
340	book4	Rock Blast	1500	Book	Misc	S41	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
341	book5	Turn to Stone	2000	Book	Misc	S42	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
342	book5	Death Blossom	3000	Book	Misc	S43	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
343	book5	Mass Distortion	5000	Book	Misc	S44	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
344	book1	Spirit Arrow	100	Book	Misc	S45	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
345	book1	Bless	200	Book	Misc	S46	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
346	book2	Healing Touch	300	Book	Misc	S47	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
347	book2	Lucky Day	400	Book	Misc	S48	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
348	book3	Remove Curse	500	Book	Misc	S49	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
349	book3	Guardian Angel	750	Book	Misc	S50	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
350	book4	Heroism	1000	Book	Misc	S51	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
351	book4	Turn Undead	1500	Book	Misc	S52	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
352	book5	Raise Dead	2000	Book	Misc	S53	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
353	book5	Shared Life	3000	Book	Misc	S54	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
354	book5	Resurrection	5000	Book	Misc	S55	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
355	book1	Meditation	100	Book	Misc	S56	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
356	book1	Remove Fear	200	Book	Misc	S57	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
357	book2	Mind Blast	300	Book	Misc	S58	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
358	book2	Precision	400	Book	Misc	S59	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
359	book3	Cure Paralysis	500	Book	Misc	S60	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
360	book3	Charm	750	Book	Misc	S61	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
361	book4	Mass Fear	1000	Book	Misc	S62	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
362	book4	Feeblemind	1500	Book	Misc	S63	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
363	book5	Cure Insanity	2000	Book	Misc	S64	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
364	book5	Psychic Shock	3000	Book	Misc	S65	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
365	book5	Telekinesis	5000	Book	Misc	S66	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
366	book1	Cure Weakness	100	Book	Misc	S67	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
367	book1	First Aid	200	Book	Misc	S68	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
368	book2	Protection from Poison	300	Book	Misc	S69	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
369	book2	Harm	400	Book	Misc	S70	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
370	book3	Cure Wounds	500	Book	Misc	S71	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
371	book3	Cure Poison	750	Book	Misc	S72	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
372	book4	Speed	1000	Book	Misc	S73	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
373	book4	Cure Disease	1500	Book	Misc	S74	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
374	book5	Power	2000	Book	Misc	S75	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
375	book5	Flying Fist	3000	Book	Misc	S76	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
376	book5	Power Cure	5000	Book	Misc	S77	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
377	book1	Create Food	1000	Book	Misc	S78	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
378	book1	Golden Touch	1500	Book	Misc	S79	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
379	book2	Dispel Magic	2000	Book	Misc	S80	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
380	book2	Slow	2500	Book	Misc	S81	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
381	book3	Destroy Undead	3000	Book	Misc	S82	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
382	book3	Day of the Gods	3500	Book	Misc	S83	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
383	book4	Prismatic Light	4000	Book	Misc	S84	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
384	book4	Hour of Power	5000	Book	Misc	S85	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
385	book5	Paralyze	6000	Book	Misc	S86	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
386	book5	Sun Ray	7500	Book	Misc	S87	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
387	book5	Divine Intervention	10000	Book	Misc	S88	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
388	book1	Reanimate	1000	Book	Misc	S89	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
389	book1	Toxic Cloud	1500	Book	Misc	S90	1	3	1	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
390	book2	Mass Curse	2000	Book	Misc	S91	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
391	book2	Shrapmetal	2500	Book	Misc	S92	1	3	2	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
392	book3	Shrinking Ray	3000	Book	Misc	S93	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
393	book3	Day of Protection	3500	Book	Misc	S94	1	3	3	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
394	book4	Finger of Death	4000	Book	Misc	S95	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
395	book4	Moon Ray	5000	Book	Misc	S96	1	3	4	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
396	book5	Dragon Breath	6000	Book	Misc	S97	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
397	book5	Armageddon	7500	Book	Misc	S98	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
398	book5	Dark Containment	10000	Book	Misc	S99	1	3	5	Book of Learning	70	0	0	0	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
399															
400	ldagger3	Mordred	20000	Weapon	Dagger	2d3	8	Artifact	15	Artifact	6	0	504	60	"One of nine such blades in the world, Mordred was made by the Brotherhood in 428 A.S. as part of their first experiments in the development of Dark Magic.  Their hope was to find a way to extend one person's life at the expense of another's, but instead of reversing ages, they merely found a way to steal health.  (Special Powers:  Vampiric)"
401	hammer3	Thor	20000	Weapon	Mace	2d5	12	Artifact	15	Artifact	15	0	504	55	"The origins of Thor are lost in time, but this mighty barbarian weapon is well remembered by military historians.  The weapon has been used in battles by many owners for centuries, although its last appearance was at the battle of Shimengard in 902 A.S..  The force of a blow from this hammer is so powerful that it can knock foes several feet back away from the wielder.  (Special Powers:  Force)"
402	2haxe3	Conan	20000	Weapon2	Axe	3d7	10	Artifact	15	Artifact	8	0	492	42	This mighty axe is enchanted to destroy dragons and devils.  It has a way of finding an owner who is both likely to come across such monsters and is strong enough to fight them.  (Special Powers:  Devil and Dragon Slaying)
403	brsword3	Excalibur	20000	Weapon	Sword	3d4	12	Artifact	15	Artifact	3	0	503	1	"Heavy, yet seemingly light as a feather in skilled hands, Excalibur confers great might upon its wielder.  Opponents do not easily walk away from blows struck by this legendary weapon.  (Special Powers:  +30 Might)"
404	staff3	Merlin	20000	Weapon2	Staff	2d4	8	Artifact	15	Artifact	17	0	483	18	"Traditionally carried by the High Druid, but lost during struggles over religious doctrine, Merlin acts as a reservoir of spell power the wielder can draw upon at any time.  Merlin is enchanted with swiftness, and rains blows upon enemies much faster than an ordinary staff. (Special Powers:  Swiftness and +40 Spell Points)"
