															
Item #	Pic File	名称	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	未鉴定名称	Sprite Index	Shape	Equip X	Equip Y	介绍
270	scroll3	治愈伤口	50	Sscroll	Misc	S71	1	2	3	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
271	scroll3	疗毒妙法	75	Sscroll	Misc	S72	1	2	3	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
272	scroll3	加速神术	100	Sscroll	Misc	S73	1	2	4	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
273	scroll4	治愈疾病	150	Sscroll	Misc	S74	1	2	4	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
274	scroll4	神力相助	200	Sscroll	Misc	S75	1	2	5	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
275	scroll4	神拳出击	300	Sscroll	Misc	S76	1	2	5	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
276	scroll4	疗伤圣法	500	Sscroll	Misc	S77	1	2	5	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
277	scroll1	制造食物	100	Sscroll	Misc	S78	1	2	1	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
278	scroll1	点物成金	150	Sscroll	Misc	S79	1	2	1	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
279	scroll2	驱散魔法	200	Sscroll	Misc	S80	1	2	2	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
280	scroll2	迟缓大法	250	Sscroll	Misc	S81	1	2	2	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
281	scroll3	亡灵杀手	300	Sscroll	Misc	S82	1	2	3	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
282	scroll3	天佑一日	350	Sscroll	Misc	S83	1	2	3	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
283	scroll3	死亡之光	400	Sscroll	Misc	S84	1	2	4	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
284	scroll4	神佑一时	500	Sscroll	Misc	S85	1	2	4	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
285	scroll4	定身大法	600	Sscroll	Misc	S86	1	2	5	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
286	scroll4	聚光魔球	750	Sscroll	Misc	S87	1	2	5	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
287	scroll4	普渡众生	1000	Sscroll	Misc	S88	1	2	5	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
288	scroll1	起死回生	100	Sscroll	Misc	S89	1	2	1	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
289	scroll1	毒云笼罩	150	Sscroll	Misc	S90	1	2	1	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
290	scroll2	诅天咒地	200	Sscroll	Misc	S91	1	2	2	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
291	scroll2	钢镖齐射	250	Sscroll	Misc	S92	1	2	2	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
292	scroll3	缩身大法	300	Sscroll	Misc	S93	1	2	3	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
293	scroll3	护身一日	350	Sscroll	Misc	S94	1	2	3	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
294	scroll3	死神之手	400	Sscroll	Misc	S95	1	2	4	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
295	scroll4	皎月魔光	500	Sscroll	Misc	S96	1	2	4	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
296	scroll4	神龙吐珠	600	Sscroll	Misc	S97	1	2	5	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
297	scroll4	末日审判	750	Sscroll	Misc	S98	1	2	5	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
298	scroll4	黑暗之神	1000	Sscroll	Misc	S99	1	2	5	咒语卷轴	35	0	0	0	一卷魔法卷轴。施展魔法时，拣起该卷轴置于行囊屏幕中的角色全身像上并击鼠标左键。
299															
300	book1	光明之火	100	Book	Misc	S1	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓火系魔法。
301	book1	炽火神箭	200	Book	Misc	S2	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓火系魔法。
302	book2	御火奇术	300	Book	Misc	S3	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓火系魔法。
303	book2	霹雳火焰	400	Book	Misc	S4	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓火系魔法。
304	book3	攻击加速	500	Book	Misc	S5	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓火系魔法。
305	book3	连珠火球	750	Book	Misc	S6	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓火系魔法。
306	book4	赤焰火圈	1000	Book	Misc	S7	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓火系魔法。
307	book4	狂火暴焰	1500	Book	Misc	S8	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓火系魔法。
308	book5	流星火雨	2000	Book	Misc	S9	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓火系魔法。
309	book5	地狱烈焰	3000	Book	Misc	S10	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓火系魔法。
310	book5	烈火威弹	5000	Book	Misc	S11	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓火系魔法。
311	book1	魔力神眼	100	Book	Misc	S12	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓空气魔法。
312	book1	电石火花	200	Book	Misc	S13	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓空气魔法。
313	book2	御电奇术	300	Book	Misc	S14	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓空气魔法。
314	book2	遍地开花	400	Book	Misc	S15	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓空气魔法。
315	book3	凌空飞降	500	Book	Misc	S16	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓空气魔法。
316	book3	护体神盾	750	Book	Misc	S17	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓空气魔法。
317	book4	霹雳闪电	1000	Book	Misc	S18	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓空气魔法。
318	book4	神奇跳跃	1500	Book	Misc	S19	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓空气魔法。
319	book5	雷鸣爆弹	2000	Book	Misc	S20	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓空气魔法。
320	book5	飞行奇术	3000	Book	Misc	S21	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓空气魔法。
321	book5	群星飞落	5000	Book	Misc	S22	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓空气魔法。
322	book1	催醒奇术	100	Book	Misc	S23	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓水系魔法。
323	book1	极寒冰弹	200	Book	Misc	S24	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓水系魔法。
324	book2	御寒奇术	300	Book	Misc	S25	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓水系魔法。
325	book2	毒液喷发	400	Book	Misc	S26	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓水系魔法。
326	book3	凌波微步	500	Book	Misc	S27	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓水系魔法。
327	book3	霹雳寒冰	750	Book	Misc	S28	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓水系魔法。
328	book4	天赋魔力	1000	Book	Misc	S29	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓水系魔法。
329	book4	酸弹飞射	1500	Book	Misc	S30	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓水系魔法。
330	book5	时空之门	2000	Book	Misc	S31	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓水系魔法。
331	book5	寒冰爆裂	3000	Book	Misc	S32	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓水系魔法。
332	book5	时空道标	5000	Book	Misc	S33	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓水系魔法。
333	book1	晕眩重击	100	Book	Misc	S34	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓土系魔法。
334	book1	魔法神箭	200	Book	Misc	S35	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓土系魔法。
335	book2	御魔奇术	300	Book	Misc	S36	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓土系魔法。
336	book2	致命毒蜂	400	Book	Misc	S37	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓土系魔法。
337	book3	护体石肤	500	Book	Misc	S38	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓土系魔法。
338	book3	旋转飞镖	750	Book	Misc	S39	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓土系魔法。
339	book4	解除石化	1000	Book	Misc	S40	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓土系魔法。
340	book4	巨石轰击	1500	Book	Misc	S41	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓土系魔法。
341	book5	石化大法	2000	Book	Misc	S42	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓土系魔法。
342	book5	死亡之花	3000	Book	Misc	S43	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓土系魔法。
343	book5	力压千钧	5000	Book	Misc	S44	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓土系魔法。
344	book1	幽灵神箭	100	Book	Misc	S45	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓灵魂魔法。
345	book1	圣灵佑佐	200	Book	Misc	S46	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓灵魂魔法。
346	book2	回春妙手	300	Book	Misc	S47	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓灵魂魔法。
347	book2	幸运之日	400	Book	Misc	S48	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓灵魂魔法。
348	book3	驱魔除咒	500	Book	Misc	S49	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓灵魂魔法。
349	book3	守护天使	750	Book	Misc	S50	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓灵魂魔法。
350	book4	天赐神力	1000	Book	Misc	S51	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓灵魂魔法。
351	book4	驱散亡灵	1500	Book	Misc	S52	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓灵魂魔法。
352	book5	死而复生	2000	Book	Misc	S53	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓灵魂魔法。
353	book5	共享生命	3000	Book	Misc	S54	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓灵魂魔法。
354	book5	转世重生	5000	Book	Misc	S55	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓灵魂魔法。
355	book1	点化智慧	100	Book	Misc	S56	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓心智魔法。
356	book1	驱逐恐惧	200	Book	Misc	S57	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓心智魔法。
357	book2	惊心动魄	300	Book	Misc	S58	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓心智魔法。
358	book2	百发百中	400	Book	Misc	S59	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓心智魔法。
359	book3	治愈麻痹	500	Book	Misc	S60	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓心智魔法。
360	book3	消除敌意	750	Book	Misc	S61	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓心智魔法。
361	book4	凶神恶煞	1000	Book	Misc	S62	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓心智魔法。
362	book4	封魔禁咒	1500	Book	Misc	S63	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓心智魔法。
363	book5	治愈痴狂	2000	Book	Misc	S64	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓心智魔法。
364	book5	魂飞魄散	3000	Book	Misc	S65	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓心智魔法。
365	book5	隔空取物	5000	Book	Misc	S66	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓心智魔法。
366	book1	治愈虚弱	100	Book	Misc	S67	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓肢体魔法。
367	book1	急救奇术	200	Book	Misc	S68	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓肢体魔法。
368	book2	防毒奇术	300	Book	Misc	S69	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓肢体魔法。
369	book2	魔法伤害	400	Book	Misc	S70	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓肢体魔法。
370	book3	治愈伤口	500	Book	Misc	S71	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓肢体魔法。
371	book3	疗毒妙法	750	Book	Misc	S72	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓肢体魔法。
372	book4	加速神术	1000	Book	Misc	S73	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓肢体魔法。
373	book4	治愈疾病	1500	Book	Misc	S74	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓肢体魔法。
374	book5	神力相助	2000	Book	Misc	S75	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓肢体魔法。
375	book5	神拳出击	3000	Book	Misc	S76	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓肢体魔法。
376	book5	疗伤圣法	5000	Book	Misc	S77	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓肢体魔法。
377	book1	制造食物	1000	Book	Misc	S78	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓光明魔法。
378	book1	点物成金	1500	Book	Misc	S79	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓光明魔法。
379	book2	驱散魔法	2000	Book	Misc	S80	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓光明魔法。
380	book2	迟缓大法	2500	Book	Misc	S81	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓光明魔法。
381	book3	亡灵杀手	3000	Book	Misc	S82	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓光明魔法。
382	book3	天佑一日	3500	Book	Misc	S83	1	3	3	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓光明魔法。
383	book4	死亡之光	4000	Book	Misc	S84	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓光明魔法。
384	book4	神佑一时	5000	Book	Misc	S85	1	3	4	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓光明魔法。
385	book5	定身大法	6000	Book	Misc	S86	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓光明魔法。
386	book5	聚光魔球	7500	Book	Misc	S87	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓光明魔法。
387	book5	普渡众生	10000	Book	Misc	S88	1	3	5	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓光明魔法。
388	book1	起死回生	1000	Book	Misc	S89	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓暗黑魔法。
389	book1	毒云笼罩	1500	Book	Misc	S90	1	3	1	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓暗黑魔法。
390	book2	诅天咒地	2000	Book	Misc	S91	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓暗黑魔法。
391	book2	钢镖齐射	2500	Book	Misc	S92	1	3	2	修炼经书	70	0	0	0	一本魔法经书。要学习该魔法，必须拣起该经书置于行囊屏幕中的角色全身像上并击鼠标左键。你的角色要学习该咒语必须知晓暗黑魔法。
