Id	Name	NotIdentifiedName 	Notes
1164	Mass Fear	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1165	Cure Insanity	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1166	Psychic Shock	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1167	Enslave	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1168	Cure Weakness	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1169	Heal	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1170	Body Resistance	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1171	Harm	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1172	Regeneration	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1173	Cure Poison	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1174	Hammerhands	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1175	Cure Disease	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1176	Protection from Magic	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1177	Flying Fist	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1178	Power Cure	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1179	Light Bolt	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1180	Destroy Undead	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1181	Dispel Magic	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1182	Paralyze	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1183	Summon Elemental	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1184	Day of the Gods	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1185	Prismatic Light	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1186	Day of Protection	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1187	Hour of Power	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1188	Sunray	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1189	Divine Intervention	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1190	Reanimate	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1191	Toxic Cloud	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1192	Vampiric Weapon	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1193	Shrinking Ray	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1194	Shrapmetal	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1195	Control Undead	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1196	Pain Reflection	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1197	Dark Grasp	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1198	Dragon Breath	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1199	Armageddon	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1200	Souldrinker	Spell Scroll	"A spell scroll.  To cast this spell, pick the scroll up and left-click over the picture of your character in the inventory screen."
1201	_scroll/book399	_scroll/book399	Description here.
1202	Torch Light	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1203	Fire Bolt	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1204	Fire Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1205	Fire Aura	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to learn this spell."
1206	Haste	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Expert level to learn this spell."
1207	Fireball	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Expert level to learn this spell."
1208	Fire Spike	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Expert level to learn this spell."
1209	Immolation	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Master level to learn this spell."
1210	Meteor Shower	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Master level to learn this spell."
1211	Inferno	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Master level to learn this spell."
1212	Incinerate	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Fire magic skill to Grandmaster to learn this spell."
1213	Wizard Eye	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1214	Feather Fall	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1215	Air Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1216	Sparks	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to learn this spell."
1217	Jump	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Expert level to learn this spell."
1218	Shield	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Expert level to learn this spell."
1219	Lightning Bolt	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Expert level to learn this spell."
1220	Invisibility	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Master level to learn this spell."
1221	Implosion	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Master level to learn this spell."
1222	Fly	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Master level to learn this spell."
1223	Starburst	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Air magic skill to Grandmaster to learn this spell."
1224	Awaken	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1225	Poison Spray	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1226	Water Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1227	Ice Bolt	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to learn this spell."
1228	Water Walk	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Expert level to learn this spell."
1229	Recharge Item	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Expert level to learn this spell."
1230	Acid Burst	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Expert level to learn this spell."
1231	Enchant Item	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Master level to learn this spell."
1232	Town Portal	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Master level to learn this spell."
1233	Ice Blast	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Master level to learn this spell."
1234	Lloyd's Beacon	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Water magic skill to Grandmaster to learn this spell."
1235	Stun	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1236	Slow	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1237	Earth Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1238	Deadly Swarm	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to learn this spell."
1239	Stone Skin	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Expert level to learn this spell."
1240	Blades	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Expert level to learn this spell."
1241	Stone to Flesh	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Expert level to learn this spell."
1242	Rock Blast	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Master level to learn this spell."
1243	Telekinesis	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Master level to learn this spell."
1244	Death Blossom	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Master level to learn this spell."
1245	Mass Distortion	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Earth magic skill to Grandmaster to learn this spell."
1246	Detect Life	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1247	Bless	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1248	Fate	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1249	Turn Undead	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to learn this spell."
1250	Remove Curse	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Expert level to learn this spell."
1251	Preservation	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Expert level to learn this spell."
1252	Heroism	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Expert level to learn this spell."
1253	Spirit Lash	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Master level to learn this spell."
1254	Raise Dead	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Master level to learn this spell."
1255	Shared Life	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Master level to learn this spell."
1256	Resurrection	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Spirit magic skill to Grandmaster to learn this spell."
1257	Remove Fear	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1258	Mind Blast	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1259	Mind Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1260	Telepathy	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to learn this spell."
1261	Charm	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Expert level to learn this spell."
1262	Cure Paralysis	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Expert level to learn this spell."
1263	Berserk	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Expert level to learn this spell."
1264	Mass Fear	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Master level to learn this spell."
1265	Cure Insanity	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Master level to learn this spell."
1266	Psychic Shock	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Master level to learn this spell."
1267	Enslave	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Mind magic skill to Grandmaster to learn this spell."
1268	Cure Weakness	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1269	Heal	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1270	Body Resistance	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1271	Harm	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to learn this spell."
1272	Regeneration	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Expert level to learn this spell."
1273	Cure Poison	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Expert level to learn this spell."
1274	Hammerhands	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Expert level to learn this spell."
1275	Cure Disease	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Master level to learn this spell."
1276	Protection from Magic	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Master level to learn this spell."
1277	Flying Fist	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Master level to learn this spell."
1278	Power Cure	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Body magic skill to Grandmaster to learn this spell."
1279	Light Bolt	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
1280	Destroy Undead	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
1281	Dispel Magic	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
1282	Paralyze	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to learn this spell."
1283	Summon Elemental	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Expert level to learn this spell."
1284	Day of the Gods	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Expert level to learn this spell."
1285	Prismatic Light	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Expert level to learn this spell."
1286	Day of Protection	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Master level to learn this spell."
1287	Hour of Power	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Master level to learn this spell."
1288	Sunray	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Master level to learn this spell."
1289	Divine Intervention	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Light magic skill to Grandmaster to learn this spell."
1290	Reanimate	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
1291	Toxic Cloud	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
1292	Vampiric Weapon	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
1293	Shrinking Ray	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to learn this spell."
1294	Shrapmetal	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Expert level to learn this spell."
1295	Control Undead	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Expert level to learn this spell."
1296	Pain Reflection	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Expert level to learn this spell."
1297	Dark Grasp	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Master level to learn this spell."
1298	Dragon Breath	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Master level to learn this spell."
1299	Armageddon	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Master level to learn this spell."
1300	Souldrinker	Book of Learning	"A spell book.  To learn this spell, pick the book up and left-click over the picture of your character in the inventory screen.  Your character must know the Dark magic skill to Grandmaster to learn this spell."
1301	_scroll/book499	_scroll/book499	Description here.
1302	Puck	Artifact	"(Speed +40, Swift) Ancient and fey, Puck's enchantments cause it to practically fly for enemy's throats.  No one knows when or where Puck was forged, but the Faerie origins are unmistakable."
1303	Iron Feather	Artifact	"(Might +40, 6-15 points of Electrical damage) An impossibly light two-handed sword, the Iron Feather boosts the Might of its owner to make wielding the huge weapon even easier.  The combination almost makes it possible to use the sword in one hand--the huge size of the blade being the only problem.  "
1304	Wallace	Artifact	"(Armsmaster skill +10, Personality +40) Wallace has somehow found its way into the hands of rebels and rabble rousers for centuries.  The weapon magnifies both the ability and the confidence of its wielder, frequently leading its owners to take risks they might otherwise have avoided.  Though none of its owner's ambitions have been fulfilled, no one has ever declined to carry Wallace once they have heard its siren song."
1305	Corsair	Artifact	"(Stealing skill +5, Disarm skill +5, Luck +40) Corsair is one of the finest weapons ever turned out by the Regnan armories.  Ever true to their nature, Regna's smiths fashioned a weapon that would aid their imperial ""tax collection"" efforts on the high seas and coastal towns.  To this date, Regna has not forged a weapon that didn't advance their selfish goals at the expense of others."
1306	Governor's Armor	Artifact	"(Half damage from missile attacks, +10 to all statistics) Owned by Colonial Governor Padish at the Time of the Silence, this fantastic armor has resurfaced in many of the great treasure hoardes throughout history.  Like most creations turned out by the Heavenly Forge, it is nearly indestructible, and its like can no longer be made by any forge in the land."
1307	Yoruba	Artifact	"(Immunity to disease, insanity, paralysis, poison, sleep, and stone conditions, Endurance +25) Named after its owner and creator, Yoruba is an extremely tough, magic resistant suit of plate mail.  Because of the armor's prohibitive expense, it was built in piecemeal fashion--and it shows.  Different pieces are made of different materials, with the most expensive ones in the breastplate.  There are two puncture holes in the breastplate that the original owner never repaired, possibly for sentimental reasons."
1308	Splitter	Artifact	"(Explosive impact, Fire Resistance +50) Though powerful, Splitter is never wielded by a single owner for long.  The blade gives off great blasts of fire when struck, and the magical protection against fire the weapon offers isn't enough to completely shield a user from the blast."
1309	Ghoulsbane	Artifact	"(Undead slaying, Immunity to paralysis, 3-18 fire damage) Ghoulsbane was commissioned by the Church of the Sun more than 150 years ago as part of their effort to destroy the ever growing population of undead created by the Church of the Moon.  Though powerful, it is only one weapon, and the undead are legion.  The Church of the Sun fell in 1083 A.S."
1310	Gibbet	Artifact	"(Undead slaying, Dragon slaying, Demon slaying) A humorless weapon, to say the least, Gibbet was forged by Mekorig the Blind to help end the Age of Monsters, and promote the Age of Man.  A noble idea, but one that hasn't worked out very well.  Gibbet often goes missing for years, only to be rediscovered in some dragon's hoard by ambitious adventurers.  The power of the weapon often inspires such adventurers to move the weapon to another dragon hoard, where it once again goes missing for years."
1311	Charele	Artifact	"Built at the behest of Hareck I during the formation of the Regnan ""Empire"", Charele was named after his wife, Queen Charele.  It was left in Regna's only Erathian outpost during the chaos following Hareck's poisoning death in 590 A.S."
1312	Ullyses	Artifact	"(Accuracy +50, 9-12 water damage) The Archer's dream.  Ullyses requires no arrows, firing bolts of ice formed when the string is drawn back.  Its origins are unknown, but the style suggests Elvish make."
1313	Hands of the Master	Artifact	"(Unarmed skill +10, Dodging skill +10) The Hands of the Master are meant for Monks, but a few Thieves have put them to use with excellent results.  Most of the owners have gone on to fame and fortune, but the last one obviously didn't do so well."
1314	Seven League Boots	Artifact	"(Speed +40, of Water Magic) So named for their boost to their wearer's reflexes and pace, the Boots true function is to ease the use of Water Magic in order to speed travel.  Anyone using the boots is destined for greatness, but not necessarily honor.  Much mischief can be attributed to previous owners of these boots."
1315	Ruler's Ring	Artifact	"(Of Mind Magic, of Dark Magic) The Ruler's Ring was made in 744 A.S. by Joshua Stom, chief alchemist for the Warlocks of Nighon.  Although not an inheritly evil artifact, the ring was created to control and conquer, nothing more."
1316	Mash	Relic	"(Might +150, Intellect -40, Personality -40, Speed -40) It is said that Mash was the answer to the First Ogre's prayer to the Gods for a weapon that would make it stronger than anything else.  Annoyed, the Gods cursed the First Ogre with Mash, and all Ogres have since borne the mark of that act--strong, but slow, dull, and stupid.  In any event, Mash is yours now."
1317	Ethric's Staff	Relic	"(Of Dark Magic, Meditation skill +15, Decrease Hit Points over time, Evil) Much more a tool than a weapon, Ethric's Staff was fashioned by the world's first lich--Ethric the Mad.  The staff magnifies Dark magic, drawing from the life force of its user.  Since Ethric's life force was magically sustained, this wasn't a problem for him.  Mortals, however, will slowly feel their life force drain away while they hold the staff."
1318	Hareck's Leather	Relic	"(Stealing skill +5, Disarm skill +5, Water Walking, Luck +50, All Resistances -10)This leather armor was specially built by the Regnan armory for Hareck the First, Lord of Regna, and Emperor of the Endless Ocean.  The armor did everything a glorified pirate like Hareck could hope for, except protect him from poison.  The mighty first Emperor of Regna died just after dinner while wearing the armor, poisoned by his wife's hand. "
1319	Old Nick	Relic	"(Disarm Skill +5, 8 points of Poison damage, Elf Slaying, Evil) Secretly passed from one Assassin to another for centuries, Old Nick happily vanished from history's sight during the Battle for Morning--a joint Human-Elvish attack on the Assassin's guild nearly 200 years ago.  It is said that Old Nick has killed more people than the Plague.  Now that you've found this evil weapon, you're going to throw it down a well...aren't you?"
1320	Amuck	Relic	"(Might +100, Endurance +100, Armor Class -15) The original name of Amuck has been lost in time, but the blade retains a magically keen edge and all of its original power.  Fantastic strength and vitality are conferred upon the owner at the expense of a proper sense of fear.  Wielders of Amuck don't much bother dodging blows in battle."
1321	Glory Shield	Relic	"(Of Spirit Magic, Shield skill +5, Body Resistance -10, Mind Resistance -10) One of five such shields known to exist, the Glory Shield was built during the Time of Wonders.  It was especially tuned to promote Spirit magic, but that same attunement leaves the wielder somewhat open to Mind and Body based attacks."
1322	Kelebrim	Relic	"(Immunity to stone condition, Half damage from missile attacks, Endurance +50, Earth Resistance -30) One of the first shields to issue from the Kelebrim Foundry, this one bears the simple stamp ""Kelebrim"" on the inside under the hand strap.  It has very powerful enchantments meant to protect from Medusa gazes, but like many grand enchantments, it comes with a flaw.  Kelebrim weakens it's owners resistance to Earth magic."
1323	Taledon's Helm	Relic	"(Of Light Magic, Personality +15, Might +15, Luck -40, Good)Owned by Taledon, Divine High Priest and High Holy Conduit of the Church of the Sun from 870 A.S., this powerful helm probably contributed to his untimely death in 881.  It is said that an object may take so much enchantment--try to put too much in, and something negative squeezes out.  In this case, the negative made the wearer profoundly unlucky.  Taledon, arguably the most powerful figure of his time, veteran diplomat, soldier, and priest, was crushed beneath the wheels of a runaway peasant's wagon while crossing the street in Steadwick."
1324	Scholar's Cap	Relic	"(Learning skill +15, Endurance -50) The Scholar's Cap vastly improves the ability of the mind to absorb and retain experiences.  The effect is so intense that wearers frequently forget to care for their bodies while swimming in the sea of their thoughts.  "
1325	Phynaxian Crown	Relic	"(Of Fire Magic, Water Resistance +50, Personality +30, Armor Class -20) This is the lost (WAS the lost) crown of the short lived Empire of Phynax.  When worn, the crown's jewels smolder with   barely restrained Fire magic, and cast reddish light upon the face of the wearer.  The crown amplifies any skill in Fire magic the wearer may have, and fiercely resists water based attacks."
1326	Titan's Belt	Relic	"(Might +75, Speed -40) Like so many similar items, the Titan's Belt increases the might of its wearer at the expense of speed.  The only difference with this relic is the magnitude of the trade off."
1327	Twilight	Relic	"(Speed +50, Luck +50, All resistances -15, Evil) The sinister Twilight Cloak has been used by spies and assassins for centuries.  The nature of the enchantment is so beneficial to those professions that the loss of magical resistance is easily overlooked."
1328	Ania Selving	Relic	"(Accuracy +150, Bow skill +5, Armor Class -25) Master smith Ivan Selving named this crossbow after his only daughter Ania, calling it his second best creation ever.  Archers using this crossbow rarely miss their targets, but their concentration and slow, careful movements make them easy targets in turn."
