NPC Data (Special)			Group			Current	Profession	Greet	Join	Event	Event	Event	Event	Event	Event	
541	Lasiter the Slayer	0958	0	0	0	1150	0	0	0	407	1194	0	0	0	0	Grand Master Armsmaster (12)
542	Peryn Lightfingers	0938	0	0	0	1124	0	0	0	408	1123	0	0	0	0	Expert Stealing (2)
543	Leane Shadowrunner	0849	0	0	0	973	0	0	0	409	1124	0	0	0	0	Master Stealing (5)
544	Everil Nightwalker	0699	0	0	0	1027	0	0	0	410	1196	0	0	0	0	Grand Master Stealing (13)
545	Edgar Willowbark	0694	0	0	0	961	0	0	0	411	1125	0	0	0	0	Expert Alchemy (4)
546	Elzbet Winterspoon	0808	0	0	0	1144	0	0	0	412	1126	0	0	0	0	Master Alchemy (10)
547	Lucid Apple	0558	0	0	0	1142	0	0	0	413	1185	0	0	0	0	Grand Master Alchemy (14)
548	Agatha Putnam	0812	0	0	0	1133	0	0	0	414	1127	0	0	0	0	Expert Learning (5)
549	Dorothy Senjac	0811	0	0	0	996	0	0	0	415	1128	0	0	0	0	Master Learning (10)
550	William Smithson	0572	0	0	0	988	0	0	0	416	1199	0	0	0	0	Grand Master Learning (9)
551	Garic Hawthorne	0904	0	0	0	1149	0	0	0	300	1065	0	0	0	0	Expert Staff (10)
552	Flynn Arin	0950	0	0	0	1043	0	0	0	303	1067	0	0	0	0	Expert Sword (13)
553	Smiling Jack	0908	0	0	0	1110	0	0	0	306	1069	0	0	0	0	Expert Dagger (6)
554	Wort Goblinreaver	0565	0	0	0	1022	0	0	0	309	1071	0	0	0	0	Expert Axe (14)
555	Cassandra Holden	0688	0	0	0	1009	0	0	0	312	1073	0	0	0	0	Expert Spear (14)
556	Wil Rudyman	0873	0	0	0	1110	0	0	0	315	1075	0	0	0	0	Expert Bow (6)
557	Norbert Havest	0877	0	0	0	945	0	0	0	318	1077	0	0	0	0	Expert Mace (3)
558	Expert Blaster	0965	0	0	0	0	0	0	0	321	0	0	0	0	0	Expert Blaster
559	Randal Wolverton	0880	0	0	0	911	0	0	0	324	1079	0	0	0	0	Expert Shield (3)
560	Mikel Deerhunter	0567	0	0	0	1022	0	0	0	327	1081	0	0	0	0	Expert Leather (14)
561	Tricia Steelcoif	0775	0	0	0	1030	0	0	0	330	1083	0	0	0	0	Expert Chain (13)
562	Critias Burnkindle	0739	0	0	0	1056	0	0	0	333	1270	0	0	0	0	Expert Plate (13)
563	Lisha Redding	0861	0	0	0	1036	0	0	0	336	1087	0	0	0	0	Expert Fire_Magic (13)
564	Kyra Stormeye	0859	0	0	0	1006	0	0	0	339	1089	0	0	0	0	Expert Air_Magic (13)
565	Karla Ravenhair	0651	0	0	0	1015	0	0	0	342	1091	0	0	0	0	Expert Water_Magic (14)
566	Jasper Welman	0744	0	0	0	1053	0	0	0	345	1093	1225	0	0	0	Expert Earth_Magic (39)
567	Solomon Riverstone	0866	0	0	0	989	0	0	0	348	1095	0	0	0	0	Expert Spirit_Magic (13)
568	Helga Whitesky	0808	0	0	0	990	0	0	0	351	1097	0	0	0	0	Expert Mind_Magic (10)
569	Tristen Hearthsworn	0902	0	0	0	936	0	0	0	354	1099	0	0	0	0	Expert Body_Magic (3)
570	Celia Sparkmen	0965	0	0	0	0	0	0	0	357	1129	0	0	0	0	Expert Light_Magic
571	Blacken Reaverston	0965	0	0	0	0	0	0	0	360	1131	0	0	0	0	Expert Dark_Magic
572	Hollis the True	0794	0	0	0	1146	0	0	0	372	1101	0	0	0	0	Expert Identify_Item (10)
573	Jobber Thain	0760	0	0	0	1054	0	0	0	375	1103	0	0	0	0	Expert Merchant (39)
574	Balan Gizmo	0742	0	0	0	1055	0	0	0	378	1105	0	0	0	0	Expert Repair_Item (39)
575	Trip Thorinson	0761	0	0	0	1057	0	0	0	381	1107	0	0	0	0	Expert Body_Building (39)
576	Stewart Whitesky	0900	0	0	0	990	0	0	0	384	1109	0	0	0	0	Expert Meditation (10)
577	Kethric Otterton	0695	0	0	0	1009	0	0	0	387	1111	0	0	0	0	Expert Perception (14)
578	Expert Diplomacy	0965	0	0	0	0	0	0	0	390	0	0	0	0	0	Expert Diplomacy
579	Expert Thievery	0965	0	0	0	0	0	0	0	390	0	0	0	0	0	Expert Thievery
580	Taren the Lifter	0943	0	0	0	1048	0	0	0	393	1113	0	0	0	0	Expert Lock_Pick (13)
581	Spyder 	0591	0	0	0	1136	0	0	0	396	1115	0	0	0	0	Expert Dodging (6)
582	Puddle Stone	0875	0	0	0	1136	0	0	0	399	1117	0	0	0	0	Expert Unarmed (6)
583	Christie Nosewort	0802	0	0	0	1146	0	0	0	402	1119	0	0	0	0	Expert Identify_Monster (10)
584	Trent Steele	0574	0	0	0	1025	0	0	0	405	1121	0	0	0	0	Expert Armsmaster (13)
585	Elmo the Pincher	0815	0	0	0	991	0	0	0	408	1123	0	0	0	0	Expert Stealing (10)
586	Bryce Watershed	0911	0	0	0	1137	0	0	0	411	1125	0	0	0	0	Expert Alchemy (6)
587	Issac Applebee	0898	0	0	0	1112	0	0	0	414	1127	0	0	0	0	Expert Learning (6)
588	Matric Bowes	0957	0	0	0	1105	0	0	0	1154	1220	0	0	0	0	Fire Guild Membership (2)
589	Kethry Dawnsglow	0564	0	0	0	954	0	0	0	1154	1206	0	0	0	0	Fire Guild Membership (4)
590	Lita Roggen	0709	0	0	0	1143	0	0	0	1154	1243	0	0	0	0	Fire Guild Membership (10)
591	Carla Tarent	0585	0	0	0	1105	0	0	0	1152	1236	0	0	0	0	Air Guild Membership (2)
592	Patrice Vespers	0560	0	0	0	955	0	0	0	1152	1194	0	0	0	0	Air Guild Membership (4)
593	Lori Winterbright	0587	0	0	0	1061	0	0	0	1152	1237	0	0	0	0	Air Guild Membership (7)
594	Illene Farswell	0581	0	0	0	1127	0	0	0	1155	1236	1270	0	0	0	Water Guild Membership (2)
595	Tabitha Mistspring	0561	0	0	0	956	0	0	0	1155	1194	0	0	0	0	Water Guild Membership (4)
596	Janet Thomas	0792	0	0	0	1137	0	0	0	1155	1240	0	0	0	0	Water Guild Membership (6)
597	Dennis Caverhill	0779	0	0	0	986	0	0	0	1155	1199	0	0	0	0	Water Guild Membership (9)
598	Pedron Sablewood	0963	0	0	0	1127	0	0	0	1153	1218	0	0	0	0	Earth Guild Membership (2)
599	Devon Ivers	0697	0	0	0	966	0	0	0	1153	1206	0	0	0	0	Earth Guild Membership (4)
600	Therese Umberpool	0602	0	0	0	1072	0	0	0	1153	1182	1205	0	0	0	Earth Guild Membership (8)
601	Feldin Urthsmite	0750	0	0	0	1058	0	0	0	1153	1224	0	0	0	0	Earth Guild Membership (39)
602	Alise Nightwood	0766	0	0	0	1103	0	0	0	1158	1220	0	0	0	0	Spirit Guild Membership (2)
603	Wilbur Eversmyle	0882	0	0	0	932	0	0	0	1158	1169	0	0	0	0	Spirit Guild Membership (3)
604	Malisha Karrand	0803	0	0	0	969	0	0	0	1158	1239	0	0	0	0	Spirit Guild Membership (5)
605	Yarrow Elmsmire	0886	0	0	0	1102	0	0	0	1156	1178	0	0	0	0	Body Guild Membership (2)
606	Tilgar Dirthmoore	0928	0	0	0	933	0	0	0	1156	1232	0	0	0	0	Body Guild Membership (3)
607	Ashandra Snowtree	0669	0	0	0	1015	0	0	0	1156	1191	0	0	0	0	Body Guild Membership (14)
608	Ronald Kinney	0893	0	0	0	1126	0	0	0	1157	1194	0	0	0	0	Mind Guild Membership (2)
609	Heather Cardron	0857	0	0	0	937	0	0	0	1157	1168	0	0	0	0	Mind Guild Membership (3)
610	Halain Sampson	0878	0	0	0	1046	0	0	0	1157	1196	0	0	0	0	Mind Guild Membership (13)
611	Rawn Dervish	0566	0	0	0	1014	0	0	0	1157	1191	0	0	0	0	Mind Guild Membership (14)
612	Guard	0931	0	0	0	0	0	253	0	0	0	0	0	0	0	Fort Riverstride Guard
613	Guard	0953	0	0	0	0	0	254	0	0	0	0	0	0	0	Watchtower 6 Guard
614	Guard	0940	0	0	0	0	0	255	0	0	0	0	0	0	0	Temple of Light Guard
615	Guard	0914	0	0	0	0	0	256	0	0	0	0	0	0	0	Temple of Dark Guard
616	Castle Guard	0931	0	0	0	0	0	257	0	0	0	0	0	0	0	Castle Gryphonheart Guard
617	Castle Guard	0689	0	0	0	0	0	258	0	0	0	0	0	0	0	Castle Navan Guard
618	Castle Guard	0952	0	0	0	0	0	259	0	0	0	0	0	0	0	Castle Lambent Guard
619	Castle Guard	0637	0	0	0	0	0	260	0	0	0	0	0	0	0	Castle Gloaming Guard
620	Eric Swarrel	0913	0	0	0	0	0	261	0	925	926	0	0	0	0	School of Sorcery Receptionist
621	Guard	0902	0	0	0	0	0	132	0	0	0	0	0	0	0	School of Sorcery Guard
622	Guard	0875	0	0	0	0	0	264	0	0	0	0	0	0	0	Markham's House Guard
623	Seth Drakkson	0872	0	0	0	984	0	280	0	946	0	0	0	0	0	Kill Griffin Quest
624	Darron Temper	0955	0	0	0	1106	0	285	0	948	0	0	0	0	0	Arcomage Cards Quest
625	Gary Zimm	0900	0	0	0	1120	0	286	0	1063	0	0	0	0	0	Scarf Quest
626	Roland Ironfist	1491	0	0	0	0	0	287	0	0	0	0	0	0	0	Roland for the Hive
627	Thom Lumbra	0892	0	0	0	957	0	288	0	1212	0	0	0	0	0	Statuette Quest
628	Ferdinand Visconti	0897	0	0	0	1042	0	290	0	1214	0	0	0	0	0	Painting Quest
629	Gina Barnes	0822	0	0	0	944	0	292	0	1216	0	0	0	0	0	Arcomage Quest
630	Tiricia Lambert	0838	0	0	0	0	0	294	0	1200	1202	0	0	0	0	Hint NPC In Bracada (6)
631	Timothy Hawk	0594	0	0	0	0	0	294	0	1201	1203	0	0	0	0	Hint NPC In Bracada (6)
632	Heather Hughes	0843	0	0	0	0	0	295	0	1238	1194	0	0	0	0	Hint NPC In Celeste (7)
633	Geofery Hamic	0934	0	0	0	0	0	295	0	1244	1249	0	0	0	0	Hint NPC In Celeste (7)
634	Irving Kull	0935	0	0	0	0	0	296	0	1182	1205	0	0	0	0	Hint NPC In The Pit (8)
635	Polera Skulk	0845	0	0	0	0	0	296	0	1204	1182	0	0	0	0	Hint NPC In The Pit (8)
636	Agatha Noble	0707	0	0	0	0	0	297	0	1210	1211	0	0	0	0	Hint NPC in Nighon (10)
637	Vincent Albers	0781	0	0	0	0	0	297	0	1246	1211	0	0	0	0	Hint NPC in Nighon (10)
638	Dallia Sparks	0714	0	0	0	1151	0	298	0	1209	1187	0	0	0	0	Hint NPC in Barrow Downs (11)
639	Arena Master	0734	0	0	0	0	0	0	0	0	0	1149	0	0	0	
640	Adam McCarthy	0779	0	0	0	0	0	0	0	0	0	0	0	0	0	
641	Alex Sherman	0879	0	0	0	0	0	0	0	0	0	0	0	0	0	
642	Andrew Grumm	0929	0	0	0	0	0	0	0	0	0	0	0	0	0	
643	April Lee	0560	0	0	0	0	0	0	0	0	0	0	0	0	0	
644	Benjamin Bent	0949	0	0	0	0	0	0	0	0	0	0	0	0	0	
645	Bill Nesemeier	0956	0	0	0	0	0	0	0	0	0	0	0	0	0	
646	Bob Young	0923	0	0	0	0	0	0	0	0	0	0	0	0	0	
647	Bonnie Long-Hemssath	0791	0	0	0	0	0	0	0	0	0	0	0	0	0	
648	Brian DeMetz	0573	0	0	0	0	0	0	0	0	0	0	0	0	0	
649	Brian Kemper	0598	0	0	0	0	0	0	0	0	0	0	0	0	0	
650	Bryan Farina	1494	0	0	0	0	0	0	0	0	0	0	0	0	0	
651	Carl Pinder	0592	0	0	0	0	0	0	0	0	0	0	0	0	0	
652	Charles Zilm	0962	0	0	0	0	0	0	0	0	0	0	0	0	0	
653	Chris Bates	0950	0	0	0	0	0	0	0	0	0	0	0	0	0	
654	Chris Rock	0574	0	0	0	0	0	0	0	0	0	0	0	0	0	
655	Christian Vanover	1554	0	0	0	0	0	0	0	0	0	0	0	0	0	
656	Chuck Russom	0950	0	0	0	0	0	0	0	0	0	0	0	0	0	
657	Dave Botan	0960	0	0	0	0	0	0	0	0	0	0	0	0	0	
658	David Mullich	0955	0	0	0	0	0	0	0	0	0	0	0	0	0	
659	David Richey	0957	0	0	0	0	0	0	0	0	0	0	0	0	0	
660	David Vela	0576	0	0	0	0	0	0	0	0	0	0	0	0	0	
661	Dean Gibson	0961	0	0	0	0	0	0	0	0	0	0	0	0	0	
662	Edward Hudson	0565	0	0	0	0	0	0	0	0	0	0	0	0	0	
663	George Almond	0740	0	0	0	0	0	0	0	0	0	0	0	0	0	
664	George Ruof	0735	0	0	0	0	0	0	0	0	0	0	0	0	0	
665	Greg Fulton	0757	0	0	0	0	0	0	0	0	0	0	0	0	0	
666	Gus Smedstad 	0694	0	0	0	0	0	0	0	0	0	0	0	0	0	
667	Ian Bullard	0693	0	0	0	0	0	0	0	0	0	0	0	0	0	
668	Jack Russell	0872	0	0	0	0	0	0	0	0	0	0	0	0	0	
669	James Dickinson	0527	0	0	0	0	0	0	0	0	0	0	0	0	0	
670	Jeff Bigman	0937	0	0	0	0	0	0	0	0	0	0	0	0	0	
671	Jeff Blattner	0938	0	0	0	0	0	0	0	0	0	0	0	0	0	
672	Jeff Leggett	0940	0	0	0	0	0	0	0	0	0	0	0	0	0	
673	Jennifer Bullard	0670	0	0	0	0	0	0	0	0	0	0	0	0	0	
674	Joel Kelly 	0692	0	0	0	0	0	0	0	0	0	0	0	0	0	
675	John Bolton	0869	0	0	0	0	0	0	0	0	0	0	0	0	0	
676	John Gibson	0904	0	0	0	0	0	0	0	0	0	0	0	0	0	
677	John Krause	0906	0	0	0	0	0	0	0	0	0	0	0	0	0	
678	John Machin	0914	0	0	0	0	0	0	0	0	0	0	0	0	0	
679	John Slowsky	0888	0	0	0	0	0	0	0	0	0	0	0	0	0	
680	Jon Van Caneghem	0456	0	0	0	0	0	0	0	0	0	0	0	0	0	
681	Julia Ulano	0664	0	0	0	0	0	0	0	0	0	0	0	0	0	
682	Keith Francart	1539	0	0	0	0	0	0	0	0	0	0	0	0	0	
683	Keith Talanay	1540	0	0	0	0	0	0	0	0	0	0	0	0	0	
684	Ken Spencer	1548	0	0	0	0	0	0	0	0	0	0	0	0	0	
685	Ken Thomson	0951	0	0	0	0	0	0	0	0	0	0	0	0	0	
686	Kurt McKeever	0954	0	0	0	0	0	0	0	0	0	0	0	0	0	
687	Lisa Whitman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
688	Lou Henderson	0891	0	0	0	0	0	0	0	0	0	0	0	0	0	
689	Marcus Pregent	0887	0	0	0	0	0	0	0	0	0	0	0	0	0	
690	Mark Caldwell	1546	0	0	0	0	0	0	0	0	0	0	0	0	0	
691	Michael Wolf 	0878	0	0	0	0	0	0	0	0	0	0	0	0	0	
692	Nicco Wargon 	0900	0	0	0	0	0	0	0	0	0	0	0	0	0	
693	Paul Rattner	1516	0	0	0	0	0	0	0	0	0	0	0	0	0	
694	"Peter ""Zoop"" Ryu"	1530	0	0	0	0	0	0	0	0	0	0	0	0	0	
695	Phelan Sykes	0656	0	0	0	0	0	0	0	0	0	0	0	0	0	
696	Rebecca Christel	0657	0	0	0	0	0	0	0	0	0	0	0	0	0	
697	Riki Corredera 	1518	0	0	0	0	0	0	0	0	0	0	0	0	0	
698	Robert King	0781	0	0	0	0	0	0	0	0	0	0	0	0	0	
699	Ryan Den	0699	0	0	0	0	0	0	0	0	0	0	0	0	0	
700	Scott White	0675	0	0	0	0	0	0	0	0	0	0	0	0	0	
701	Steve Baca	0695	0	0	0	0	0	0	0	0	0	0	0	0	0	
702	Steve Jasper	0698	0	0	0	0	0	0	0	0	0	0	0	0	0	
703	Steve Wasaff	0702	0	0	0	0	0	0	0	0	0	0	0	0	0	
704	Tim Lang	0700	0	0	0	0	0	0	0	0	0	0	0	0	0	
705	Tracy Iwata	0660	0	0	0	0	0	0	0	0	0	0	0	0	0	
706	Walter Johnson	0873	0	0	0	0	0	0	0	0	0	0	0	0	0	
707	Devin Chapman	0877	0	0	0	0	0	0	0	0	0	0	0	0	0	
708	Derek Chester	0893	0	0	0	0	0	0	0	0	0	0	0	0	0	
709	Eric Williamson	0871	0	0	0	0	0	0	0	0	0	0	0	0	0	
710	Tom Zeliff	0876	0	0	0	0	0	0	0	0	0	0	0	0	0	
711	Lord Roberts	0959	0	0	0	0	0	0	0	0	0	0	0	0	0	
712	Amethyst Gemstone	0666	0	0	0	0	0	0	0	0	0	0	0	0	0	
713	Wacko the Ninja	0935	0	0	0	0	0	0	0	0	0	0	0	0	0	
714	Andrew YC Pupedis	0926	0	0	0	0	0	0	0	0	0	0	0	0	0	
715	Just_A_Brain	0898	0	0	0	0	0	0	0	0	0	0	0	0	0	
716	"Mephisto, Ancient Sorcerer"	0914	0	0	0	0	0	0	0	0	0	0	0	0	0	
717	Contest Winner 7	0963	0	0	0	0	0	0	0	0	0	0	0	0	0	
718	King Louis	1537	0	0	0	0	0	0	0	0	0	0	0	0	0	
719	Rydric	0902	0	0	0	1127	0	310	0	515	1257	0	0	0	0	Trade NPC Arrowheads/Wood
720	Guthwulf	0889	0	0	0	910	0	304	0	1170	1179	0	0	0	0	Hint NPC in Steadwick/Pete (3)
721	Aaron Castro	0869	0	0	0	915	0	304	0	1168	1170	0	0	0	0	Hint NPC in Steadwick/Pete (3)
722	Pip Hillier	0942	0	0	0	940	0	311	0	1258	1259	0	0	0	0	Trade NPC Feathers/Arrowheads
723	Robert Belknap	0694	0	0	0	960	0	312	0	1260	1261	0	0	0	0	Trade NPC Wood/Feathers
724	Infernon	0701	0	0	0	1021	0	315	0	1266	1267	0	0	0	0	Trade NPC Wine/Bottles
725	Wacko	0935	0	0	0	1039	0	299	0	1268	1270	0	0	0	0	Hint NPC in Tatalia (13) wharf area
726	Your Conscience	0929	0	0	0	1026	0	299	0	1270	1268	0	0	0	0	Hint NPC in Tatalia (13) wharf area
727	Amethyst Gemstone	0719	0	0	0	1152	0	298	0	1209	1249	0	0	0	0	Hint NPC in Barrow Downs/Pete (11)
728	Matthias Bearheart	0923	0	0	0	940	0	304	0	1313	1170	0	0	0	0	Hint NPC in Steadwick/Pete (3)
729	Tanya Kirklynn	0844	0	0	0	1121	0	302	0	1245	1228	0	0	0	0	Hint NPC in Harmondale (2)
730	Brahein Kadarr	0934	0	0	0	1125	0	302	0	1222	1227	0	0	0	0	Hint NPC in Harmondale (2)
731	Karlin Talion	0802	0	0	0	922	0	304	0	1249	1176	0	0	0	0	Hint NPC in Steadwick (3)
732	Peggy Tish	0835	0	0	0	921	0	304	0	1175	1170	0	0	0	0	Hint NPC in Steadwick (3)
733	Kira Cardrin	0824	0	0	0	924	0	304	0	1171	1168	0	0	0	0	Hint NPC in Steadwick (3)
734	Inja Yew	0662	0	0	0	946	0	299	0	1197	1250	0	0	0	0	Hint NPC in Tularean Forest (4)
735	Alik Whitemoon	0682	0	0	0	961	0	299	0	1198	1194	0	0	0	0	Hint NPC in Tularean Forest (4)
736	Damon Hawker	0929	0	0	0	1134	0	305	0	1172	1249	0	0	0	0	Hint NPC in Deyja (5)
737	Claes Mogren	0596	0	0	0	976	0	305	0	1173	1194	0	0	0	0	Hint NPC in Deyja (5)
738	Licia Rivenrock	0717	0	0	0	1156	0	298	0	1207	1179	0	0	0	0	Hint NPC in Barrow Downs (11)
739	Feldspar Toolmen	0740	0	0	0	1153	0	298	0	1179	1189	0	0	0	0	Hint NPC in Barrow Downs (11)
740	Jasper Fissure	0746	0	0	0	1154	0	298	0	1269	1179	0	0	0	0	Hint NPC in Barrow Downs (11)
741	Kelly Garnet	0709	0	0	0	1155	0	298	0	1270	1194	0	0	0	0	Hint NPC in Barrow Downs (11)
742	Regina Fern	0828	0	0	0	0	0	299	0	1197	1250	0	0	0	0	Hint NPC in Tatalia (13) wharf area
743	Thed Robynson	0868	0	0	0	0	0	299	0	1198	1250	0	0	0	0	Hint NPC in Tatalia (13) wharf area
744	Tasha Vale	0670	0	0	0	0	0	300	0	1248	1191	0	0	0	0	Hint NPC in Avlee (14)
745	Relburn Ditch	0764	0	0	0	0	0	301	0	1208	1223	0	0	0	0	Hint NPC in Stone City (39)
746	Auric Goldsmith	0746	0	0	0	0	0	301	0	1248	1226	0	0	0	0	Hint NPC in Stone City (39)
747	Darek Halover	0740	0	0	0	0	0	301	0	1242	1247	0	0	0	0	Hint NPC in Stone City (39)
748	Diana Dedrick	0842	0	0	0	0	0	302	0	1221	1228	0	0	0	0	Hint NPC in Harmondale (2)
749	Sioned Warsen	0853	0	0	0	0	0	302	0	1312	1229	0	0	0	0	Hint NPC in Harmondale (2)
750	Deedra Brewer	0822	0	0	0	0	0	302	0	1227	1245	0	0	0	0	Hint NPC in Harmondale (2)
751	Solitare Bainful	0666	0	0	0	0	0	303	0	1194	1193	0	0	0	0	Hint NPC in Tularean Forest (4)
752	Tiana Withern	0660	0	0	0	0	0	303	0	1190	1192	0	0	0	0	Hint NPC in Tularean Forest (4)
753	Therenda Evermorn	0849	0	0	0	0	0	304	0	1168	1176	0	0	0	0	Hint NPC in Steadwick (3)
754	Tamara Anders	0844	0	0	0	0	0	304	0	1169	1170	0	0	0	0	Hint NPC in Steadwick (3)
755	Roberta Theben	0592	0	0	0	0	0	304	0	1171	1249	0	0	0	0	Hint NPC in Steadwick (3)
756	Samantha Kilvers	0590	0	0	0	0	0	304	0	1171	1194	0	0	0	0	Hint NPC in Steadwick (3)
757	Tabitha Yerin	0816	0	0	0	0	0	305	0	1172	1249	0	0	0	0	Hint NPC in Deyja (5)
758	Jasmine Jeavers	0609	0	0	0	0	0	305	0	1173	1313	0	0	0	0	Hint NPC in Deyja (5)
759	Mattric Bowes	0595	0	0	0	1120	0	294	0	1183	1202	0	0	0	0	Hint NPC In Bracada (6)
760	Alashandra Reese	0586	0	0	0	1114	0	294	0	1202	1203	0	0	0	0	Hint NPC In Bracada (6)
761	Calindra Goldensight	0846	0	0	0	1034	0	313	0	1262	1263	0	0	0	0	Trade NPC Sand/Wine
762	Arvin Beneclowd	0740	0	0	0	1156	0	314	0	1264	1265	0	0	0	0	Trade NPC Bottles/Sand
763	Nivek Arlond	0934	0	0	0	933	0	304	0	1194	1175	0	0	0	0	Hint NPC in Steadwick (3)
764	Mireille Warlin	0664	0	0	0	951	0	303	0	1190	1193	0	0	0	0	Hint NPC in Tularean Forest (4)
765	Shiara FireOpal	0798	0	0	0	1089	0	305	0	1194	1249	0	0	0	0	Hint NPC in Deyja (5)
766	Linda Draken	0806	0	0	0	977	0	305	0	1173	1172	0	0	0	0	Hint NPC in Deyja (5)
767	Ferris Oxhide	0756	0	0	0	972	0	305	0	1194	506	0	0	0	0	Hint NPC in Deyja (5)
768	Jayce Kedrin	0745	0	0	0	974	0	305	0	1249	506	0	0	0	0	Hint NPC in Stone City (39)
769	Giliyan Redfern	0660	0	0	0	947	0	303	0	1194	1192	0	0	0	0	Hint NPC in Tularean Forest/Pete (4)
770	Karzon Skyefyre	0684	0	0	0	959	0	303	0	1190	1193	0	0	0	0	Hint NPC in Tularean Forest (4)
771	Rainyn Rivencrest	0651	0	0	0	951	0	303	0	506	1313	0	0	0	0	Hint NPC in Tularean Forest (4)
772	Tom Ono	1506	0	0	0	0	0	0	0	0	0	0	0	0	0	
773	Karl Drown	1504	0	0	0	0	0	0	0	0	0	0	0	0	0	
774	Tony Evans	0948	0	0	0	0	0	0	0	0	0	0	0	0	0	
775	Chris Miller	0686	0	0	0	0	0	0	0	0	0	0	0	0	0	
776	Carl Pindor	0690	0	0	0	0	0	0	0	0	0	0	0	0	0	
777	Eric Heffron	0694	0	0	0	0	0	0	0	0	0	0	0	0	0	
778	Hairbaugh	0936	0	0	0	0	0	319	0	1256	1311	0	0	0	0	Goblin Spy in Harmondale
779	Rawn Talreisch	0568	0	0	0	943	0	304	0	1270	1249	0	0	0	0	Hint NPC in Steadwick (3)
780	Guard	0738	0	0	0	0	0	318	0	0	0	0	0	0	0	Guard in Stone City
781	Peni Pretty	0839	0	0	0	928	0	304	0	1253	1313	0	0	0	0	Hint NPC in Erathia (3)
782	Tallia Ravenswood	0850	0	0	0	1128	0	304	0	1270	1313	0	0	0	0	Hint NPC in Erathia (3)
783	Harli Quinn	0613	0	0	0	978	0	305	0	1313	1270	0	0	0	0	Hint NPC in Deyja (5)
784	Madigan Tarent	0849	0	0	0	1066	0	295	0	1312	1270	0	0	0	0	Hint NPC in Celeste (7)
785	Garion Ramiez	0949	0	0	0	1067	0	295	0	1313	1194	0	0	0	0	Hint NPC in Celeste (7)
786	Andover Potbello	0372	0	0	0	260	74	0	0	1314	1609	0	0	0	0	gives money for the sixth letter and retrieve candelabra quest
787	Maria	0327	0	0	0	260	48	0	0	1321	0	0	0	0	0	gives clue for marketing promotion.
788	Frank Fairchild	0266	0	0	0	208	0	0	0	1637	1639	0	0	0	0	Gives the save the mom quest and takes letter from d6
789	Wilbur Humphrey	1030	0	0	0	222	0	0	0	1322	1326	0	0	0	0	Council Quest and Promotion Quest.
790	Albert Newton	0030	0	0	0	223	0	0	0	1364	1368	0	0	0	0	Council Quest and Promotion Quest.
791	Osric Temper	0033	0	0	0	224	0	0	0	1374	1378	0	0	0	0	Council Quest and Promotion Quest.
792	Chadwick Blackpoole	0414	0	0	0	274	0	0	0	0	0	0	0	0	0	Gives nomination for Cavalier Quest - is supposed to be in Free Haven inn
793	Oracle	0034	0	0	0	451	0	0	0	1386	1387	0	0	0	0	Return the crystals and pyramid quests
794	The Seer	0035	0	0	0	450	0	0	0	1354	1358	1359	0	0	0	"Seer quest, item return, and hint"
795	Marton Ferris	0443	0	0	0	1294	42	0	0	0	0	1709	0	0	0	Divine Intervention quest
796	Melody Silver	0289	0	0	0	0	0	0	0	1344	0	0	0	0	0	The damsel in distress for the paladin quest
797	Archibald Ironfist	1029	0	0	0	1244	0	0	0	1343	0	0	0	0	0	Need picture from heroes 2
798	Nicolai Ironfist	0031	0	0	0	222	0	0	0	1331	1338	0	0	0	0	Need a new picture
799	Loretta Fleise	0029	0	0	0	226	0	0	0	1392	1395	0	0	0	0	
800	Erik Von Stromgard	0028	0	0	0	227	0	0	0	1400	1404	0	0	0	0	
801	Anthony Stone	0032	0	0	0	225	0	0	0	1345	1348	0	0	0	0	
802	The Prince of Thieves	0057	0	0	0	0	0	0	0	1411	0	0	0	0	0	
803	Verdant	1574	0	0	0	0	0	323	0	0	0	0	0	0	0	Cross continent Q NPC.
804	The Hermit on the Mountain	0228	0	0	0	1451	0	0	0	1408	0	0	0	0	0	winter quest for Stromgard
805	Aaron Strongmun	0453	0	0	0	1285	13	0	0	1515	1574	0	0	0	0	"Sword Expert, door next to weaponshop (D3)"
806	Bernard Jacobs	0452	0	0	0	1327	13	0	0	1559	1596	0	0	0	0	Repair expert (E2)
807	Benito Tellman	0451	0	0	400	1393	13	0	0	1535	1584	0	0	0	0	"Plate expert, 4 buildings south of Ironfist (D3)"
808	Forrest Suthers	0450	0	0	0	1418	14	0	0	1536	0	0	0	0	0	Plate Master (C2)
809	John Tuck	0449	0	800	0	1535	14	0	0	1572	0	0	0	0	0	Learning master (D1)
810	Kyle Lutvig	0448	0	0	0	1220	77	0	0	0	0	0	0	0	0	child
811	David Feather	0447	0	0	0	1237	14	0	0	1534	0	0	0	0	0	chain master (C3)
812	Rich Hamburg	0446	0	0	400	1382	13	0	0	1533	1583	0	0	0	0	"chain expert, 4 buildings south of Ironfist (D3)"
813	Susan Handlebaum	0445	0	0	0	0	77	0	0	0	0	0	0	0	0	child
814	Will Ottoman	0444	0	800	0	1511	13	0	0	1558	1602	0	0	0	0	merchant master (D1)
815	Noah White	0443	0	0	0	1366	14	0	0	0	0	0	0	0	0	instructor
816	Calvin Black	0442	0	0	200	1302	13	0	0	1513	1573	0	0	0	0	staff expert (E2)
